rowDate,last_close,vol_scaled
2023-12-22,23.17,0.9344605450333057
2023-12-21,21.93,0.8844505719715318
2023-12-20,21.49,0.8667050976592894
2023-12-19,22.06,0.8896935530183306
2023-12-18,22.81,0.9199415205960164
2023-12-15,22.49,0.9070357210962038
2023-12-14,22.36,0.9017927400494049
2023-12-13,22.84,0.9211514392991238
2023-12-12,23.9,0.963901900142253
2023-12-11,24.3,0.9800341495170188
2023-12-08,23.66,0.9542225505173937
2023-12-07,23.88,0.9630952876735147
2023-12-06,23.86,0.9622886752047765
2023-12-05,24.65,0.9941498677199387
2023-12-04,23.61,0.9522060193455479
2023-12-01,23.29,0.9393002198457353
2023-11-30,23.55,0.9497861819393331
2023-11-29,24.65,0.9941498677199387
2023-11-28,23.08,0.9308307889239832
2023-11-27,23.59,0.9513994068768096
2023-11-24,23.59,0.9513994068768096
2023-11-23,23.34,0.941316751017581
2023-11-22,23.52,0.9485762632362256
2023-11-21,24.43,0.9852771305638177
2023-11-20,24.45,0.986083743032556
2023-11-17,24.9,1.0042325235791674
2023-11-16,24.88,1.0034259111104291
2023-11-15,25.08,1.0114920357978119
2023-11-14,23.99,0.9675316562515753
2023-11-13,23.83,0.961078756501669
2023-11-10,23.3,0.9397035260801044
2023-11-09,22.56,0.9098588647367878
2023-11-08,23.11,0.9320407076270907
2023-11-07,23.74,0.9574490003923467
2023-11-06,24.27,0.9788242308139113
2023-11-03,23.56,0.9501894881737022
2023-11-02,24.08,0.9711614123608976
2023-11-01,25.09,1.0118953420321812
2023-10-31,26.08,1.0518226592347264
2023-10-30,26.4,1.064728458734539
2023-10-27,26.15,1.0546458028753103
2023-10-26,27.31,1.101429326062131
2023-10-25,26.59,1.0723912771875528
2023-10-24,27.19,1.0965896512497013
2023-10-20,26.18,1.055855721578418
2023-10-19,25.82,1.0413366971411286
2023-10-18,24.44,0.9856804367981868
2023-10-17,24.77,0.9989895425323685
2023-10-16,25.82,1.0413366971411286
2023-10-13,24.9,1.0042325235791674
2023-10-12,24.17,0.97479116847022
2023-10-11,24.87,1.00302260487606
2023-10-10,25.51,1.0288342038756852
