rowDate,last_close,vol_scaled
2023-12-25,17.1,0.8240751972490613
2023-12-22,16.81,0.8100996529682292
2023-12-21,17.24,0.8308220117294628
2023-12-20,16.71,0.8052804997679424
2023-12-19,17.08,0.8231113666090037
2023-12-18,18.51,0.8920252573731067
2023-12-15,17.34,0.8356411649297498
2023-12-14,18.01,0.8679294913716722
2023-12-13,17.28,0.8327496730095777
2023-12-12,18.09,0.8717848139319017
2023-12-11,18.21,0.8775677977722459
2023-12-08,19.72,0.9503370110965782
2023-12-07,18.38,0.8857603582127336
2023-12-06,18.22,0.8780497130922745
2023-12-05,17.77,0.8563635236909835
2023-12-04,17.06,0.8221475359689464
2023-12-01,16.28,0.7845581410067086
2023-11-30,16.57,0.7985336852875407
2023-11-29,17.05,0.8216656206489178
2023-11-28,16.13,0.7773294112062782
2023-11-27,17.36,0.8366049955698072
2023-11-24,16.87,0.8129911448884014
2023-11-22,17.37,0.8370869108898359
2023-11-21,17.87,0.8611826768912705
2023-11-20,18.58,0.8953986646133074
2023-11-17,18.28,0.8809412050124468
2023-11-16,18.75,0.9035912250537952
2023-11-15,18.57,0.8949167492932788
2023-11-14,18.71,0.9016635637736805
2023-11-13,19.54,0.9416625353360617
2023-11-10,20.0,0.9638306400573815
2023-11-09,19.47,0.9382891280958608
2023-11-08,20.03,0.9652763860174677
2023-11-07,19.94,0.9609391481372095
2023-11-06,20.16,0.9715412851778407
2023-11-02,20.01,0.9643125553774103
2023-11-01,20.94,1.0091306801400786
2023-10-31,22.03,1.061659450023206
2023-10-30,23.71,1.1426212237880258
2023-10-27,22.59,1.0886467079448126
2023-10-26,23.99,1.1561148527488292
2023-10-25,22.11,1.0655147725834353
2023-10-24,22.55,1.0867190466646977
2023-10-23,23.52,1.1334648327074808
2023-10-20,23.2,1.1180435424665625
2023-10-19,22.47,1.082863724104468
2023-10-18,21.0,1.0120221720602507
2023-10-17,21.15,1.019250901860681
2023-10-16,21.9,1.0553945508628326
2023-10-13,20.97,1.0105764261001644
2023-10-12,20.68,0.9966008818193325
2023-10-11,20.67,0.9961189664993039
2023-10-10,21.09,1.0163594099405089
2023-10-06,20.47,0.9864806600987299
2023-10-05,20.84,1.0043115269397915
2023-10-04,22.76,1.0968392683853003
2023-10-03,20.3,0.9782880996582423
2023-10-02,18.88,0.9098561242141682
2023-09-29,18.4,0.8867241888527909
2023-09-28,18.81,0.9064827169739673
2023-09-27,18.12,0.8732305598919877
2023-09-26,18.22,0.8780497130922745
2023-09-25,17.61,0.8486528785705244
2023-09-22,17.83,0.8592550156111556
2023-09-21,18.25,0.8794954590523607
2023-09-20,17.26,0.8317858423695204
2023-09-19,16.92,0.8154007214885449
2023-09-15,15.99,0.7705825967258766
2023-09-14,16.07,0.7744379192861061
2023-09-13,16.48,0.7941964474072825
2023-09-12,16.23,0.7821485644065651
2023-09-11,16.9,0.8144368908484874
2023-09-08,17.24,0.8308220117294628
2023-09-07,17.89,0.8621465075313278
2023-09-06,17.14,0.826002858529176
2023-09-05,17.56,0.8462433019703809
2023-09-04,17.14,0.826002858529176
2023-09-01,16.86,0.8125092295683726
2023-08-31,16.89,0.8139549755284587
2023-08-30,17.74,0.8549177777308974
2023-08-29,18.0,0.8674475760516434
2023-08-28,18.39,0.8862422735327624
2023-08-25,18.88,0.9098561242141682
2023-08-24,17.89,0.8621465075313278
2023-08-23,18.39,0.8862422735327624
2023-08-22,18.86,0.9088922935741107
2023-08-21,19.94,0.9609391481372095
2023-08-18,19.52,0.9406987046960044
2023-08-17,19.56,0.9426263659761192
2023-08-16,19.97,0.9623848940972954
2023-08-15,18.85,0.9084103782540822
2023-08-14,19.7,0.9493731804565207
2023-08-10,19.23,0.9267231604151723
2023-08-09,20.03,0.9652763860174677
2023-08-08,20.13,0.9700955392177545
2023-08-07,20.37,0.9816615068984431
2023-08-04,20.86,1.005275357579849
2023-08-03,20.66,0.9956370511792751
2023-08-02,19.51,0.9402167893759757
2023-08-01,18.03,0.8688933220117295
2023-07-31,18.32,0.8828688662925616
2023-07-28,18.59,0.8958805799333361
2023-07-27,18.82,0.906964632293996
2023-07-26,18.83,0.9074465476140247
2023-07-25,19.21,0.925759329775115
2023-07-24,19.86,0.9570838255769799
2023-07-21,19.81,0.9546742489768364
2023-07-20,20.01,0.9643125553774103
2023-07-19,19.82,0.9551561642968651
2023-07-18,20.37,0.9816615068984431
2023-07-14,20.49,0.9874444907387874
2023-07-13,20.23,0.9749146924180414
2023-07-12,21.52,1.0370817687017426
2023-07-11,20.66,0.9956370511792751
2023-07-10,21.13,1.0182870712206236
2023-07-07,20.26,0.9763604383781276
2023-07-06,19.21,0.925759329775115
2023-07-05,18.8,0.9060008016539387
2023-07-04,19.27,0.9286508216952871
2023-07-03,19.57,0.9431082812961479
2023-06-30,19.11,0.9209401765748281
2023-06-29,19.7,0.9493731804565207
2023-06-28,20.19,0.9729870311379267
2023-06-27,20.0,0.9638306400573815
2023-06-26,20.98,1.0110583414201932
2023-06-23,21.11,1.0173232405805661
2023-06-22,20.24,0.97539660773807
2023-06-21,20.23,0.9749146924180414
2023-06-20,20.09,0.9681678779376398
2023-06-19,20.53,0.9893721520189023
2023-06-16,20.74,0.9994923737395046
2023-06-15,22.32,1.0756349943040378
2023-06-14,21.99,1.059731788743091
2023-06-13,21.41,1.031780700181427
2023-06-12,20.55,0.9903359826589596
2023-06-09,21.59,1.0404551759419434
2023-06-08,23.16,1.1161158811864478
2023-06-07,21.98,1.0592498734230624
2023-06-06,21.15,1.019250901860681
2023-06-05,21.81,1.0510573129825744
2023-06-02,20.06,0.9667221319775536
2023-06-01,19.63,0.9459997732163199
2023-05-31,20.0,0.9638306400573815
2023-05-30,19.91,0.9594934021771233
2023-05-29,20.21,0.9739508617779841
2023-05-26,19.33,0.9315423136154591
2023-05-25,18.49,0.8910614267330492
2023-05-24,19.0,0.9156391080545124
2023-05-23,19.71,0.9498550957765496
2023-05-22,18.98,0.9146752774144551
2023-05-19,20.07,0.9672040472975824
2023-05-18,20.47,0.9864806600987299
2023-05-17,17.78,0.8568454390110123
2023-05-16,17.24,0.8308220117294628
2023-05-15,16.09,0.7754017499261634
2023-05-12,15.78,0.760462375005274
2023-05-11,15.62,0.752751729884815
2023-05-10,16.09,0.7754017499261634
2023-05-09,15.77,0.7599804596852453
2023-05-08,16.2,0.780702818446479
2023-05-02,15.81,0.7619081209653601
2023-05-01,15.62,0.752751729884815
2023-04-28,15.22,0.7334751170836674
2023-04-27,16.42,0.7913049554871103
2023-04-26,16.82,0.8105815682882579
2023-04-25,16.27,0.7840762256866799
2023-04-24,16.32,0.7864858022868234
2023-04-21,16.1,0.7758836652461922
2023-04-20,16.19,0.7802209031264504
2023-04-19,16.04,0.77299217332602
2023-04-18,16.1,0.7758836652461922
2023-04-17,16.36,0.7884134635669381
2023-04-14,16.6,0.7999794312476267
2023-04-13,16.49,0.794678362727311
2023-04-12,16.77,0.8081719916881144
2023-04-11,16.9,0.8144368908484874
2023-04-10,17.14,0.826002858529176
2023-04-07,17.3,0.833713503649635
2023-04-06,17.72,0.85395394709084
2023-04-05,17.62,0.8491347938905532
2023-04-04,16.55,0.7975698546474833
2023-04-03,17.08,0.8231113666090037
2023-03-31,16.66,0.8028709231677988
2023-03-30,16.79,0.8091358223281717
